Year,Jurisdiction,Category,Tonnes
2017-2018,SA,Hazardous,8873
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,470
2017-2018,SA,Hazardous,7558
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,401
2017-2018,SA,Hazardous,16431
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,871
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,3992
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,729
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,3992
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,729
2017-2018,SA,Hazardous,30948
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,157052
2017-2018,SA,Hazardous,72309
2017-2018,SA,Hazardous,12035
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,61076
2017-2018,SA,Hazardous,28120
2017-2018,SA,Hazardous,42984
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,218128
2017-2018,SA,Hazardous,100429
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,593
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,41195
2017-2018,SA,Hazardous,7093
2017-2018,SA,Hazardous,593
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,41195
2017-2018,SA,Hazardous,7093
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,9800
2017-2018,SA,Hazardous,1572
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,9800
2017-2018,SA,Hazardous,1572
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,118
2017-2018,SA,Hazardous,5
2017-2018,SA,Hazardous,15168
2017-2018,SA,Hazardous,24447
2017-2018,SA,Hazardous,118
2017-2018,SA,Hazardous,5
2017-2018,SA,Hazardous,15168
2017-2018,SA,Hazardous,24447
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,45
2017-2018,SA,Hazardous,15667
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,45
2017-2018,SA,Hazardous,15667
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,130
2017-2018,SA,Hazardous,341
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,130
2017-2018,SA,Hazardous,341
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,11
2017-2018,SA,Hazardous,7
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,11
2017-2018,SA,Hazardous,7
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,477
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,414
2017-2018,SA,Hazardous,994
2017-2018,SA,Hazardous,477
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,414
2017-2018,SA,Hazardous,994
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,18405
2017-2018,SA,Hazardous,4
2017-2018,SA,Hazardous,4771
2017-2018,SA,Hazardous,1775
2017-2018,SA,Hazardous,18405
2017-2018,SA,Hazardous,4
2017-2018,SA,Hazardous,4771
2017-2018,SA,Hazardous,1775
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,229
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,246
2017-2018,SA,Hazardous,2789
2017-2018,SA,Hazardous,229
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,246
2017-2018,SA,Hazardous,2789
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,902
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,33
2017-2018,SA,Hazardous,902
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,33
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,36
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,36
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,8
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,8
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,12650
2017-2018,SA,Hazardous,6679
2017-2018,SA,Hazardous,405
2017-2018,SA,Hazardous,11132
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,12650
2017-2018,SA,Hazardous,6679
2017-2018,SA,Hazardous,405
2017-2018,SA,Hazardous,11132
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,39821
2017-2018,SA,Hazardous,0
2017-2018,SA,Hazardous,157052
2017-2018,SA,Hazardous,72779
2017-2018,SA,Hazardous,63381
2017-2018,SA,Hazardous,4405
2017-2018,SA,Hazardous,144004
2017-2018,SA,Hazardous,88439
2017-2018,SA,Hazardous,103202
2017-2018,SA,Hazardous,4405
2017-2018,SA,Hazardous,301056
2017-2018,SA,Hazardous,161219
2017-2018,SA,Masonry materials,42
2017-2018,SA,Masonry materials,285540
2017-2018,SA,Masonry materials,18
2017-2018,SA,Masonry materials,286
2017-2018,SA,Masonry materials,0
2017-2018,SA,Masonry materials,59
2017-2018,SA,Masonry materials,285826
2017-2018,SA,Masonry materials,19981
2017-2018,SA,Masonry materials,101058
2017-2018,SA,Masonry materials,421
2017-2018,SA,Masonry materials,0
2017-2018,SA,Masonry materials,1021
2017-2018,SA,Masonry materials,20402
2017-2018,SA,Masonry materials,102079
2017-2018,SA,Masonry materials,25821
2017-2018,SA,Masonry materials,951788
2017-2018,SA,Masonry materials,981
2017-2018,SA,Masonry materials,0
2017-2018,SA,Masonry materials,9614
2017-2018,SA,Masonry materials,26803
2017-2018,SA,Masonry materials,961402
2017-2018,SA,Masonry materials,10053
2017-2018,SA,Masonry materials,1360
2017-2018,SA,Masonry materials,1192
2017-2018,SA,Masonry materials,15
2017-2018,SA,Masonry materials,88
2017-2018,SA,Masonry materials,11245
2017-2018,SA,Masonry materials,1462
2017-2018,SA,Masonry materials,28658
2017-2018,SA,Masonry materials,0
2017-2018,SA,Masonry materials,9447
2017-2018,SA,Masonry materials,9600
2017-2018,SA,Masonry materials,0
2017-2018,SA,Masonry materials,38105
2017-2018,SA,Masonry materials,9600
2017-2018,SA,Masonry materials,88935
2017-2018,SA,Masonry materials,1339746
2017-2018,SA,Masonry materials,12093
2017-2018,SA,Masonry materials,9900
2017-2018,SA,Masonry materials,10334
2017-2018,SA,Masonry materials,10723
2017-2018,SA,Masonry materials,111362
2017-2018,SA,Masonry materials,1360369
2017-2018,SA,Metals,549
2017-2018,SA,Metals,7545
2017-2018,SA,Metals,5624
2017-2018,SA,Metals,13718
2017-2018,SA,Metals,2660
2017-2018,SA,Metals,11400
2017-2018,SA,Metals,5130
2017-2018,SA,Metals,19190
2017-2018,SA,Metals,4046
2017-2018,SA,Metals,50884
2017-2018,SA,Metals,1840
2017-2018,SA,Metals,191562
2017-2018,SA,Metals,56870
2017-2018,SA,Metals,299315
2017-2018,SA,Metals,4505
2017-2018,SA,Metals,54092
2017-2018,SA,Metals,3120
2017-2018,SA,Metals,210507
2017-2018,SA,Metals,17291
2017-2018,SA,Metals,67624
2017-2018,SA,Metals,24916
2017-2018,SA,Metals,332223
2017-2018,SA,Organics,0
2017-2018,SA,Organics,0
2017-2018,SA,Organics,0
2017-2018,SA,Organics,0
2017-2018,SA,Organics,0
2017-2018,SA,Organics,38866
2017-2018,SA,Organics,17237
2017-2018,SA,Organics,9058
2017-2018,SA,Organics,0
2017-2018,SA,Organics,117753
2017-2018,SA,Organics,52222
2017-2018,SA,Organics,0
2017-2018,SA,Organics,0
2017-2018,SA,Organics,156619
2017-2018,SA,Organics,69459
2017-2018,SA,Organics,9058
2017-2018,SA,Organics,0
2017-2018,SA,Organics,6356
2017-2018,SA,Organics,1319
2017-2018,SA,Organics,12866
2017-2018,SA,Organics,0
2017-2018,SA,Organics,6662
2017-2018,SA,Organics,1383
2017-2018,SA,Organics,54036
2017-2018,SA,Organics,0
2017-2018,SA,Organics,26568
2017-2018,SA,Organics,5515
2017-2018,SA,Organics,190411
2017-2018,SA,Organics,0
2017-2018,SA,Organics,39585
2017-2018,SA,Organics,8218
2017-2018,SA,Organics,257312
2017-2018,SA,Organics,0
2017-2018,SA,Organics,239
2017-2018,SA,Organics,53
2017-2018,SA,Organics,0
2017-2018,SA,Organics,0
2017-2018,SA,Organics,2764
2017-2018,SA,Organics,619
2017-2018,SA,Organics,562892
2017-2018,SA,Organics,0
2017-2018,SA,Organics,17173
2017-2018,SA,Organics,3843
2017-2018,SA,Organics,0
2017-2018,SA,Organics,0
2017-2018,SA,Organics,20175
2017-2018,SA,Organics,4515
2017-2018,SA,Organics,562892
2017-2018,SA,Organics,0
2017-2018,SA,Organics,30825
2017-2018,SA,Organics,1170
2017-2018,SA,Organics,22011
2017-2018,SA,Organics,79515
2017-2018,SA,Organics,13407
2017-2018,SA,Organics,509
2017-2018,SA,Organics,141503
2017-2018,SA,Organics,0
2017-2018,SA,Organics,10009
2017-2018,SA,Organics,380
2017-2018,SA,Organics,539
2017-2018,SA,Organics,79515
2017-2018,SA,Organics,54241
2017-2018,SA,Organics,2059
2017-2018,SA,Organics,164053
2017-2018,SA,Organics,0
2017-2018,SA,Organics,37419
2017-2018,SA,Organics,2543
2017-2018,SA,Organics,34877
2017-2018,SA,Organics,79515
2017-2018,SA,Organics,61699
2017-2018,SA,Organics,19747
2017-2018,SA,Organics,767488
2017-2018,SA,Organics,0
2017-2018,SA,Organics,171502
2017-2018,SA,Organics,61961
2017-2018,SA,Organics,190950
2017-2018,SA,Organics,79515
2017-2018,SA,Organics,270621
2017-2018,SA,Organics,84251
2017-2018,SA,Organics,993315
2017-2018,SA,Other,0
2017-2018,SA,Other,1437
2017-2018,SA,Other,3053
2017-2018,SA,Other,4490
2017-2018,SA,Other,0
2017-2018,SA,Other,42
2017-2018,SA,Other,0
2017-2018,SA,Other,0
2017-2018,SA,Other,0
2017-2018,SA,Other,88
2017-2018,SA,Other,0
2017-2018,SA,Other,1437
2017-2018,SA,Other,0
2017-2018,SA,Other,11455
2017-2018,SA,Other,0
2017-2018,SA,Other,3053
2017-2018,SA,Other,0
2017-2018,SA,Other,11585
2017-2018,SA,Other,0
2017-2018,SA,Other,4490
2017-2018,SA,Paper & cardboard,0
2017-2018,SA,Paper & cardboard,131295
2017-2018,SA,Paper & cardboard,30798
2017-2018,SA,Paper & cardboard,162093
2017-2018,SA,Paper & cardboard,0
2017-2018,SA,Paper & cardboard,171
2017-2018,SA,Paper & cardboard,1051
2017-2018,SA,Paper & cardboard,1222
2017-2018,SA,Paper & cardboard,0
2017-2018,SA,Paper & cardboard,8035
2017-2018,SA,Paper & cardboard,53773
2017-2018,SA,Paper & cardboard,61808
2017-2018,SA,Paper & cardboard,0
2017-2018,SA,Paper & cardboard,6588
2017-2018,SA,Paper & cardboard,4392
2017-2018,SA,Paper & cardboard,10980
2017-2018,SA,Paper & cardboard,0
2017-2018,SA,Paper & cardboard,1780
2017-2018,SA,Paper & cardboard,389
2017-2018,SA,Paper & cardboard,0
2017-2018,SA,Paper & cardboard,0
2017-2018,SA,Paper & cardboard,24326
2017-2018,SA,Paper & cardboard,5312
2017-2018,SA,Paper & cardboard,146089
2017-2018,SA,Paper & cardboard,0
2017-2018,SA,Paper & cardboard,40969
2017-2018,SA,Paper & cardboard,8946
2017-2018,SA,Paper & cardboard,90014
2017-2018,SA,Paper & cardboard,0
2017-2018,SA,Paper & cardboard,67075
2017-2018,SA,Paper & cardboard,14646
2017-2018,SA,Paper & cardboard,236103
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,2204
2017-2018,SA,Plastics,3917
2017-2018,SA,Plastics,6121
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,3237
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,3237
2017-2018,SA,Plastics,3331
2017-2018,SA,Plastics,699
2017-2018,SA,Plastics,6144
2017-2018,SA,Plastics,10174
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,1816
2017-2018,SA,Plastics,2963
2017-2018,SA,Plastics,4779
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,585
2017-2018,SA,Plastics,228
2017-2018,SA,Plastics,813
2017-2018,SA,Plastics,90
2017-2018,SA,Plastics,226
2017-2018,SA,Plastics,13
2017-2018,SA,Plastics,330
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,60
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,60
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,3170
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,3421
2017-2018,SA,Plastics,4185
2017-2018,SA,Plastics,19314
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,8827
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,30858
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,13265
2017-2018,SA,Plastics,4185
2017-2018,SA,Plastics,53342
2017-2018,SA,Plastics,0
2017-2018,SA,Plastics,25514
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",20000
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",20000
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",3142
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",2370
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",5512
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",3306
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",740
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",6516
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",1458
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",23142
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",11352
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",2541
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",2370
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",21174
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",4739
2017-2018,SA,"Textiles, leather & rubber (excl. tyres)",25512
2017-2018,TAS,Biosolids,0
2017-2018,TAS,Biosolids,33061
2017-2018,TAS,Biosolids,0
2017-2018,TAS,Biosolids,33061
2017-2018,TAS,Biosolids,0
2017-2018,TAS,Biosolids,33061
2017-2018,TAS,Biosolids,0
2017-2018,TAS,Biosolids,33061
2017-2018,TAS,Glass,22
2017-2018,TAS,Glass,0
2017-2018,TAS,Glass,5000
2017-2018,TAS,Glass,1344
2017-2018,TAS,Glass,9016
2017-2018,TAS,Glass,15317
2017-2018,TAS,Glass,14038
2017-2018,TAS,Glass,16661
2017-2018,TAS,Glass,22
2017-2018,TAS,Glass,0
2017-2018,TAS,Glass,5000
2017-2018,TAS,Glass,1344
2017-2018,TAS,Glass,9016
2017-2018,TAS,Glass,15317
2017-2018,TAS,Glass,14038
2017-2018,TAS,Glass,16661
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,2
2017-2018,TAS,Hazardous,12
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,2
2017-2018,TAS,Hazardous,12
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,1
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,7
2017-2018,TAS,Hazardous,1
2017-2018,TAS,Hazardous,1
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,7
2017-2018,TAS,Hazardous,1
2017-2018,TAS,Hazardous,2729
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,1
2017-2018,TAS,Hazardous,2
2017-2018,TAS,Hazardous,2325
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,1
2017-2018,TAS,Hazardous,2
2017-2018,TAS,Hazardous,5053
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,1
2017-2018,TAS,Hazardous,4
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,5
2017-2018,TAS,Hazardous,16
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,12
2017-2018,TAS,Hazardous,5
2017-2018,TAS,Hazardous,16
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,12
2017-2018,TAS,Hazardous,8568
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,73
2017-2018,TAS,Hazardous,510
2017-2018,TAS,Hazardous,3332
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,29
2017-2018,TAS,Hazardous,198
2017-2018,TAS,Hazardous,11901
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,102
2017-2018,TAS,Hazardous,709
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,162
2017-2018,TAS,Hazardous,1
2017-2018,TAS,Hazardous,8782
2017-2018,TAS,Hazardous,1492
2017-2018,TAS,Hazardous,162
2017-2018,TAS,Hazardous,1
2017-2018,TAS,Hazardous,8782
2017-2018,TAS,Hazardous,1492
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,14232
2017-2018,TAS,Hazardous,4
2017-2018,TAS,Hazardous,152927
2017-2018,TAS,Hazardous,49516
2017-2018,TAS,Hazardous,14232
2017-2018,TAS,Hazardous,4
2017-2018,TAS,Hazardous,152927
2017-2018,TAS,Hazardous,49516
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,3
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,76
2017-2018,TAS,Hazardous,55
2017-2018,TAS,Hazardous,3
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,76
2017-2018,TAS,Hazardous,55
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,53
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,8
2017-2018,TAS,Hazardous,14
2017-2018,TAS,Hazardous,53
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,8
2017-2018,TAS,Hazardous,14
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,1
2017-2018,TAS,Hazardous,41
2017-2018,TAS,Hazardous,27
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,1
2017-2018,TAS,Hazardous,41
2017-2018,TAS,Hazardous,27
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,5
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,8
2017-2018,TAS,Hazardous,37
2017-2018,TAS,Hazardous,5
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,8
2017-2018,TAS,Hazardous,37
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,11
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,7
2017-2018,TAS,Hazardous,9
2017-2018,TAS,Hazardous,11
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,7
2017-2018,TAS,Hazardous,9
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,53
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,7
2017-2018,TAS,Hazardous,6
2017-2018,TAS,Hazardous,53
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,7
2017-2018,TAS,Hazardous,6
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,2
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,2
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,3096
2017-2018,TAS,Hazardous,2408
2017-2018,TAS,Hazardous,86
2017-2018,TAS,Hazardous,3784
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,3096
2017-2018,TAS,Hazardous,2408
2017-2018,TAS,Hazardous,86
2017-2018,TAS,Hazardous,3784
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,11297
2017-2018,TAS,Hazardous,0
2017-2018,TAS,Hazardous,74
2017-2018,TAS,Hazardous,512
2017-2018,TAS,Hazardous,22589
2017-2018,TAS,Hazardous,108
2017-2018,TAS,Hazardous,165680
2017-2018,TAS,Hazardous,51382
2017-2018,TAS,Hazardous,33886
2017-2018,TAS,Hazardous,108
2017-2018,TAS,Hazardous,165754
2017-2018,TAS,Hazardous,51894
2017-2018,TAS,Masonry materials,27678
2017-2018,TAS,Masonry materials,0
2017-2018,TAS,Masonry materials,29005
2017-2018,TAS,Masonry materials,1813
2017-2018,TAS,Masonry materials,7165
2017-2018,TAS,Masonry materials,0
2017-2018,TAS,Masonry materials,63848
2017-2018,TAS,Masonry materials,1813
2017-2018,TAS,Metals,0
2017-2018,TAS,Metals,729
2017-2018,TAS,Metals,558
2017-2018,TAS,Metals,1286
2017-2018,TAS,Metals,0
2017-2018,TAS,Metals,0
2017-2018,TAS,Metals,0
2017-2018,TAS,Metals,0
2017-2018,TAS,Metals,0
2017-2018,TAS,Metals,6493
2017-2018,TAS,Metals,867
2017-2018,TAS,Metals,7360
2017-2018,TAS,Metals,245
2017-2018,TAS,Metals,0
2017-2018,TAS,Metals,7618
2017-2018,TAS,Metals,7221
2017-2018,TAS,Metals,7403
2017-2018,TAS,Metals,1425
2017-2018,TAS,Metals,15267
2017-2018,TAS,Metals,8646
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,0
