Year,Jurisdiction,Category,Tonnes
2017-2018,TAS,Organics,37769
2017-2018,TAS,Organics,11664
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,47504
2017-2018,TAS,Organics,14670
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,85274
2017-2018,TAS,Organics,26334
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,556
2017-2018,TAS,Organics,85
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,7983
2017-2018,TAS,Organics,1214
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,25441
2017-2018,TAS,Organics,3870
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,33980
2017-2018,TAS,Organics,5168
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,2964
2017-2018,TAS,Organics,484
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,6108
2017-2018,TAS,Organics,998
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,9072
2017-2018,TAS,Organics,1482
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,1868
2017-2018,TAS,Organics,54
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,27933
2017-2018,TAS,Organics,807
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,1727
2017-2018,TAS,Organics,50
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,31528
2017-2018,TAS,Organics,911
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,2424
2017-2018,TAS,Organics,139
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,76649
2017-2018,TAS,Organics,14170
2017-2018,TAS,Organics,3394
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,80780
2017-2018,TAS,Organics,19588
2017-2018,TAS,Organics,9753
2017-2018,TAS,Organics,0
2017-2018,TAS,Organics,159854
2017-2018,TAS,Organics,33896
2017-2018,TAS,Organics,13147
2017-2018,TAS,Other,0
2017-2018,TAS,Other,0
2017-2018,TAS,Other,0
2017-2018,TAS,Other,0
2017-2018,TAS,Other,0
2017-2018,TAS,Other,0
2017-2018,TAS,Other,0
2017-2018,TAS,Other,0
2017-2018,TAS,Other,0
2017-2018,TAS,Other,0
2017-2018,TAS,Other,0
2017-2018,TAS,Paper & cardboard,0
2017-2018,TAS,Paper & cardboard,14848
2017-2018,TAS,Paper & cardboard,14848
2017-2018,TAS,Paper & cardboard,0
2017-2018,TAS,Paper & cardboard,2283
2017-2018,TAS,Paper & cardboard,2283
2017-2018,TAS,Paper & cardboard,0
2017-2018,TAS,Paper & cardboard,0
2017-2018,TAS,Paper & cardboard,0
2017-2018,TAS,Paper & cardboard,0
2017-2018,TAS,Paper & cardboard,5699
2017-2018,TAS,Paper & cardboard,5699
2017-2018,TAS,Paper & cardboard,0
2017-2018,TAS,Paper & cardboard,829
2017-2018,TAS,Paper & cardboard,132
2017-2018,TAS,Paper & cardboard,0
2017-2018,TAS,Paper & cardboard,0
2017-2018,TAS,Paper & cardboard,30733
2017-2018,TAS,Paper & cardboard,4905
2017-2018,TAS,Paper & cardboard,22830
2017-2018,TAS,Paper & cardboard,0
2017-2018,TAS,Paper & cardboard,19915
2017-2018,TAS,Paper & cardboard,3179
2017-2018,TAS,Paper & cardboard,27012
2017-2018,TAS,Paper & cardboard,0
2017-2018,TAS,Paper & cardboard,51476
2017-2018,TAS,Paper & cardboard,8216
2017-2018,TAS,Paper & cardboard,49843
2017-2018,TAS,Plastics,566
2017-2018,TAS,Plastics,19
2017-2018,TAS,Plastics,44598
2017-2018,TAS,Plastics,2290
2017-2018,TAS,Plastics,26156
2017-2018,TAS,Plastics,453
2017-2018,TAS,Plastics,71319
2017-2018,TAS,Plastics,2761
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",105
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",105
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",219
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",219
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",14822
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",2422
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",324
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",3817
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",624
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",18640
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",3046
2017-2018,TAS,"Textiles, leather & rubber (excl. tyres)",324
2017-2018,VIC,Ash,874291
2017-2018,VIC,Ash,0
2017-2018,VIC,Ash,874291
2017-2018,VIC,Ash,0
2017-2018,VIC,Ash,874291
2017-2018,VIC,Ash,0
2017-2018,VIC,Ash,874291
2017-2018,VIC,Ash,0
2017-2018,VIC,Biosolids,15222
2017-2018,VIC,Biosolids,482302
2017-2018,VIC,Biosolids,15222
2017-2018,VIC,Biosolids,482302
2017-2018,VIC,Biosolids,15222
2017-2018,VIC,Biosolids,482302
2017-2018,VIC,Biosolids,15222
2017-2018,VIC,Biosolids,482302
2017-2018,VIC,Glass,2206
2017-2018,VIC,Glass,0
2017-2018,VIC,Glass,42661
2017-2018,VIC,Glass,612
2017-2018,VIC,Glass,50491
2017-2018,VIC,Glass,229385
2017-2018,VIC,Glass,95359
2017-2018,VIC,Glass,229997
2017-2018,VIC,Glass,2206
2017-2018,VIC,Glass,0
2017-2018,VIC,Glass,42661
2017-2018,VIC,Glass,612
2017-2018,VIC,Glass,50491
2017-2018,VIC,Glass,229385
2017-2018,VIC,Glass,95359
2017-2018,VIC,Glass,229997
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,417
2017-2018,VIC,Hazardous,44968
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,417
2017-2018,VIC,Hazardous,44968
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,696
2017-2018,VIC,Hazardous,8120
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,696
2017-2018,VIC,Hazardous,8120
2017-2018,VIC,Hazardous,83353
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,27
2017-2018,VIC,Hazardous,60
2017-2018,VIC,Hazardous,71005
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,23
2017-2018,VIC,Hazardous,51
2017-2018,VIC,Hazardous,154358
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,51
2017-2018,VIC,Hazardous,111
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,3
2017-2018,VIC,Hazardous,4233
2017-2018,VIC,Hazardous,54
2017-2018,VIC,Hazardous,7095
2017-2018,VIC,Hazardous,3
2017-2018,VIC,Hazardous,4233
2017-2018,VIC,Hazardous,54
2017-2018,VIC,Hazardous,7095
2017-2018,VIC,Hazardous,479386
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,11650
2017-2018,VIC,Hazardous,57398
2017-2018,VIC,Hazardous,186428
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,4531
2017-2018,VIC,Hazardous,22322
2017-2018,VIC,Hazardous,665814
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,16181
2017-2018,VIC,Hazardous,79720
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,105
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,143927
2017-2018,VIC,Hazardous,14380
2017-2018,VIC,Hazardous,105
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,143927
2017-2018,VIC,Hazardous,14380
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,15410
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,58103
2017-2018,VIC,Hazardous,15413
2017-2018,VIC,Hazardous,15410
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,58103
2017-2018,VIC,Hazardous,15413
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,18
2017-2018,VIC,Hazardous,9
2017-2018,VIC,Hazardous,51533
2017-2018,VIC,Hazardous,17623
2017-2018,VIC,Hazardous,18
2017-2018,VIC,Hazardous,9
2017-2018,VIC,Hazardous,51533
2017-2018,VIC,Hazardous,17623
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,1910
2017-2018,VIC,Hazardous,5
2017-2018,VIC,Hazardous,739
2017-2018,VIC,Hazardous,3042
2017-2018,VIC,Hazardous,1910
2017-2018,VIC,Hazardous,5
2017-2018,VIC,Hazardous,739
2017-2018,VIC,Hazardous,3042
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,1
2017-2018,VIC,Hazardous,1552
2017-2018,VIC,Hazardous,379
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,1
2017-2018,VIC,Hazardous,1552
2017-2018,VIC,Hazardous,379
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,2
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,2198
2017-2018,VIC,Hazardous,220
2017-2018,VIC,Hazardous,2
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,2198
2017-2018,VIC,Hazardous,220
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,8
2017-2018,VIC,Hazardous,413
2017-2018,VIC,Hazardous,257
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,8
2017-2018,VIC,Hazardous,413
2017-2018,VIC,Hazardous,257
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,17529
2017-2018,VIC,Hazardous,152
2017-2018,VIC,Hazardous,4253
2017-2018,VIC,Hazardous,35220
2017-2018,VIC,Hazardous,17529
2017-2018,VIC,Hazardous,152
2017-2018,VIC,Hazardous,4253
2017-2018,VIC,Hazardous,35220
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,43
2017-2018,VIC,Hazardous,17610
2017-2018,VIC,Hazardous,1828
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,43
2017-2018,VIC,Hazardous,17610
2017-2018,VIC,Hazardous,1828
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,544
2017-2018,VIC,Hazardous,6
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,544
2017-2018,VIC,Hazardous,6
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,38
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,38
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,48800
2017-2018,VIC,Hazardous,26886
2017-2018,VIC,Hazardous,1522
2017-2018,VIC,Hazardous,36829
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,48800
2017-2018,VIC,Hazardous,26886
2017-2018,VIC,Hazardous,1522
2017-2018,VIC,Hazardous,36829
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,562739
2017-2018,VIC,Hazardous,0
2017-2018,VIC,Hazardous,11678
2017-2018,VIC,Hazardous,57458
2017-2018,VIC,Hazardous,319295
2017-2018,VIC,Hazardous,5973
2017-2018,VIC,Hazardous,323420
2017-2018,VIC,Hazardous,170961
2017-2018,VIC,Hazardous,882034
2017-2018,VIC,Hazardous,5974
2017-2018,VIC,Hazardous,335098
2017-2018,VIC,Hazardous,228420
2017-2018,VIC,Masonry materials,121285
2017-2018,VIC,Masonry materials,9036
2017-2018,VIC,Masonry materials,0
2017-2018,VIC,Masonry materials,130321
2017-2018,VIC,Masonry materials,797160
2017-2018,VIC,Masonry materials,0
2017-2018,VIC,Masonry materials,250
2017-2018,VIC,Masonry materials,797410
2017-2018,VIC,Masonry materials,2623738
2017-2018,VIC,Masonry materials,0
2017-2018,VIC,Masonry materials,300
2017-2018,VIC,Masonry materials,2624038
2017-2018,VIC,Masonry materials,0
2017-2018,VIC,Masonry materials,35983
2017-2018,VIC,Masonry materials,0
2017-2018,VIC,Masonry materials,35983
2017-2018,VIC,Masonry materials,1904080
2017-2018,VIC,Masonry materials,15367
2017-2018,VIC,Masonry materials,10
2017-2018,VIC,Masonry materials,1919457
2017-2018,VIC,Masonry materials,761445
2017-2018,VIC,Masonry materials,5446263
2017-2018,VIC,Masonry materials,240801
2017-2018,VIC,Masonry materials,60386
2017-2018,VIC,Masonry materials,86317
2017-2018,VIC,Masonry materials,560
2017-2018,VIC,Masonry materials,1088562
2017-2018,VIC,Masonry materials,5507209
2017-2018,VIC,Metals,10097
2017-2018,VIC,Metals,55844
2017-2018,VIC,Metals,21497
2017-2018,VIC,Metals,87438
2017-2018,VIC,Metals,10748
2017-2018,VIC,Metals,31555
2017-2018,VIC,Metals,21862
2017-2018,VIC,Metals,64165
2017-2018,VIC,Metals,146492
2017-2018,VIC,Metals,466079
2017-2018,VIC,Metals,314506
2017-2018,VIC,Metals,927077
2017-2018,VIC,Metals,19085
2017-2018,VIC,Metals,168081
2017-2018,VIC,Metals,85647
2017-2018,VIC,Metals,929633
2017-2018,VIC,Metals,44407
2017-2018,VIC,Metals,357865
2017-2018,VIC,Metals,149139
2017-2018,VIC,Metals,1455579
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,1768
2017-2018,VIC,Organics,1064
2017-2018,VIC,Organics,582
2017-2018,VIC,Organics,18000
2017-2018,VIC,Organics,182060
2017-2018,VIC,Organics,109525
2017-2018,VIC,Organics,42055
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,451448
2017-2018,VIC,Organics,271586
2017-2018,VIC,Organics,9135
2017-2018,VIC,Organics,18000
2017-2018,VIC,Organics,635276
2017-2018,VIC,Organics,382175
2017-2018,VIC,Organics,51772
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,16120
2017-2018,VIC,Organics,4290
2017-2018,VIC,Organics,6017
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,58048
2017-2018,VIC,Organics,15446
2017-2018,VIC,Organics,163077
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,89359
2017-2018,VIC,Organics,23778
2017-2018,VIC,Organics,257538
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,163527
2017-2018,VIC,Organics,43513
2017-2018,VIC,Organics,426632
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,428
2017-2018,VIC,Organics,123
2017-2018,VIC,Organics,780
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,31297
2017-2018,VIC,Organics,9013
2017-2018,VIC,Organics,323880
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,97337
2017-2018,VIC,Organics,28030
2017-2018,VIC,Organics,107509
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,129062
2017-2018,VIC,Organics,37166
2017-2018,VIC,Organics,432169
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,106299
2017-2018,VIC,Organics,4976
2017-2018,VIC,Organics,40666
2017-2018,VIC,Organics,25000
2017-2018,VIC,Organics,270533
2017-2018,VIC,Organics,12664
2017-2018,VIC,Organics,121051
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,25412
2017-2018,VIC,Organics,1190
2017-2018,VIC,Organics,15915
2017-2018,VIC,Organics,25000
2017-2018,VIC,Organics,402244
2017-2018,VIC,Organics,18829
2017-2018,VIC,Organics,177632
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,124615
2017-2018,VIC,Organics,10452
2017-2018,VIC,Organics,48045
2017-2018,VIC,Organics,43000
2017-2018,VIC,Organics,541938
2017-2018,VIC,Organics,146648
2017-2018,VIC,Organics,650063
2017-2018,VIC,Organics,0
2017-2018,VIC,Organics,663555
2017-2018,VIC,Organics,324583
2017-2018,VIC,Organics,390097
2017-2018,VIC,Organics,43000
2017-2018,VIC,Organics,1330109
2017-2018,VIC,Organics,481683
2017-2018,VIC,Organics,1088205
2017-2018,VIC,Other,0
2017-2018,VIC,Other,0
2017-2018,VIC,Other,0
2017-2018,VIC,Other,0
2017-2018,VIC,Paper & cardboard,98
2017-2018,VIC,Paper & cardboard,512956
2017-2018,VIC,Paper & cardboard,0
2017-2018,VIC,Paper & cardboard,513054
2017-2018,VIC,Paper & cardboard,0
2017-2018,VIC,Paper & cardboard,2569
2017-2018,VIC,Paper & cardboard,0
2017-2018,VIC,Paper & cardboard,2569
2017-2018,VIC,Paper & cardboard,6
2017-2018,VIC,Paper & cardboard,138624
2017-2018,VIC,Paper & cardboard,35234
2017-2018,VIC,Paper & cardboard,173864
2017-2018,VIC,Paper & cardboard,0
2017-2018,VIC,Paper & cardboard,173752
2017-2018,VIC,Paper & cardboard,0
2017-2018,VIC,Paper & cardboard,173752
2017-2018,VIC,Paper & cardboard,0
2017-2018,VIC,Paper & cardboard,6010
2017-2018,VIC,Paper & cardboard,1686
2017-2018,VIC,Paper & cardboard,171
2017-2018,VIC,Paper & cardboard,0
2017-2018,VIC,Paper & cardboard,256577
2017-2018,VIC,Paper & cardboard,71994
2017-2018,VIC,Paper & cardboard,1378409
2017-2018,VIC,Paper & cardboard,0
2017-2018,VIC,Paper & cardboard,199642
2017-2018,VIC,Paper & cardboard,56018
2017-2018,VIC,Paper & cardboard,102437
2017-2018,VIC,Paper & cardboard,0
2017-2018,VIC,Paper & cardboard,462229
2017-2018,VIC,Paper & cardboard,129698
2017-2018,VIC,Paper & cardboard,1481017
2017-2018,VIC,Plastics,17260
2017-2018,VIC,Plastics,1981
2017-2018,VIC,Plastics,271881
2017-2018,VIC,Plastics,55980
2017-2018,VIC,Plastics,227907
2017-2018,VIC,Plastics,79207
2017-2018,VIC,Plastics,517049
2017-2018,VIC,Plastics,137167
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",17500
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",4650
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",22150
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",25
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",140
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",165
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",7930
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",2283
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",5000
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",92517
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",26642
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",17525
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",0
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",58057
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",16719
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",4790
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",5000
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",158504
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",45644
2017-2018,VIC,"Textiles, leather & rubber (excl. tyres)",22315
2017-2018,WA,Ash,223488
2017-2018,WA,Ash,880951
2017-2018,WA,Ash,223488
2017-2018,WA,Ash,880951
2017-2018,WA,Ash,223488
2017-2018,WA,Ash,880951
2017-2018,WA,Ash,223488
2017-2018,WA,Ash,880951
2017-2018,WA,Biosolids,33035
2017-2018,WA,Biosolids,108166
2017-2018,WA,Biosolids,33035
2017-2018,WA,Biosolids,108166
2017-2018,WA,Biosolids,33035
2017-2018,WA,Biosolids,108166
2017-2018,WA,Biosolids,33035
2017-2018,WA,Biosolids,108166
2017-2018,WA,Glass,238
2017-2018,WA,Glass,0
2017-2018,WA,Glass,17155
2017-2018,WA,Glass,292
2017-2018,WA,Glass,51958
2017-2018,WA,Glass,45522
2017-2018,WA,Glass,69351
2017-2018,WA,Glass,45814
2017-2018,WA,Glass,238
2017-2018,WA,Glass,0
2017-2018,WA,Glass,17155
2017-2018,WA,Glass,292
2017-2018,WA,Glass,51958
2017-2018,WA,Glass,45522
2017-2018,WA,Glass,69351
2017-2018,WA,Glass,45814
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,27
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,40
2017-2018,WA,Hazardous,1490
2017-2018,WA,Hazardous,27
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,40
2017-2018,WA,Hazardous,1490
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,1
2017-2018,WA,Hazardous,92084
2017-2018,WA,Hazardous,1365
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,1
2017-2018,WA,Hazardous,92084
2017-2018,WA,Hazardous,1365
2017-2018,WA,Hazardous,21236
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,1
2017-2018,WA,Hazardous,18090
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,1
2017-2018,WA,Hazardous,39327
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,2
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,222
2017-2018,WA,Hazardous,2595
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,222
2017-2018,WA,Hazardous,2595
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,907
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,999
2017-2018,WA,Hazardous,5723
2017-2018,WA,Hazardous,353
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,389
2017-2018,WA,Hazardous,2226
2017-2018,WA,Hazardous,1260
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,1388
2017-2018,WA,Hazardous,7949
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,1574
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,107288
2017-2018,WA,Hazardous,153
2017-2018,WA,Hazardous,1574
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,107288
2017-2018,WA,Hazardous,153
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,1
2017-2018,WA,Hazardous,35674
2017-2018,WA,Hazardous,10816
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,1
2017-2018,WA,Hazardous,35674
2017-2018,WA,Hazardous,10816
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,52
2017-2018,WA,Hazardous,25
2017-2018,WA,Hazardous,72297
2017-2018,WA,Hazardous,57155
2017-2018,WA,Hazardous,52
2017-2018,WA,Hazardous,25
2017-2018,WA,Hazardous,72297
2017-2018,WA,Hazardous,57155
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,16
2017-2018,WA,Hazardous,519
2017-2018,WA,Hazardous,843
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,16
2017-2018,WA,Hazardous,519
2017-2018,WA,Hazardous,843
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,0
2017-2018,WA,Hazardous,9
2017-2018,WA,Hazardous,57
